120,204,0,0
126,204,0,63
127,204,0,63
213,72,1,63
129,204,0,63
214,72,1,63
131,204,0,63
214,429,2,63
146,204,0,94
221,73,1,94
219,430,2,94
165,205,0,125
236,75,1,125
237,430,2,125
172,204,0,157
242,75,1,157
243,430,2,157
195,203,0,157
265,74,1,157
264,430,2,157
221,199,0,188
290,72,1,188
286,428,2,188
260,193,0,219
327,69,1,219
318,423,2,219
289,188,0,250
364,65,1,250
344,417,2,250
334,178,0,282
409,59,1,282
377,406,2,282
370,168,0,313
445,54,1,313
403,397,2,313
407,159,0,344
490,47,1,344
429,385,2,344
463,144,0,375
557,40,1,375
465,370,2,375
508,134,0,407
609,38,1,407
495,358,2,407
552,125,0,438
662,38,1,438
530,346,2,438
627,116,0,469
739,43,1,469
584,330,2,469
679,114,0,501
803,53,1,501
619,322,2,501
740,112,0,532
870,68,1,532
655,311,2,532
841,120,0,563
964,104,1,563
711,296,2,563
917,137,0,594
1043,153,1,594
765,284,2,594
1004,179,0,625
1127,233,1,625
821,283,2,625
1050,217,0,657
1166,291,1,657
853,289,2,657
1070,246,0,688
1180,339,1,688
869,296,2,688
1081,286,0,719
1174,386,1,719
877,303,2,719
1078,315,0,751
1159,423,1,751
880,307,2,751
1068,345,0,782
1137,454,1,782
878,313,2,782
1040,380,0,813
1084,495,1,813
858,323,2,813
999,392,0,844
1041,504,1,844
823,321,2,844
956,378,0,875
997,496,1,875
778,307,2,875
946,372,0,907
981,490,1,907
762,299,2,907
890,326,0,907
933,461,1,907
710,273,2,907
834,273,0,938
886,424,1,938
655,248,2,938
772,223,0,969
834,385,1,969
594,226,2,969
681,171,0,1000
761,335,1,1000
505,201,2,1000
609,145,0,1032
703,306,1,1032
436,194,2,1032
541,130,0,1063
645,287,1,1063
372,200,2,1063
519,127,0,1063
628,282,1,1063
352,204,2,1063
457,125,0,1094
584,274,1,1094
299,221,2,1094
402,133,0,1125
540,270,1,1125
263,241,2,1125
349,145,0,1157
505,267,1,1157
229,271,2,1157
331,150,0,1188
496,267,1,1188
220,281,2,1188
281,173,0,1188
454,268,1,1188
185,328,2,1188
243,201,0,1219
421,269,1,1219
167,377,2,1219
193,264,0,1250
387,277,1,1250
162,444,2,1250
176,315,0,1282
364,289,1,1282
173,504,2,1282
182,383,0,1313
345,314,1,1313
197,564,2,1313
201,412,0,1344
346,334,1,1344
226,601,2,1344
254,451,0,1375
366,356,1,1375
288,640,2,1375
263,455,0,1392
374,360,1,1392
298,643,2,1392
280,461,0,1418
383,363,1,1418
317,648,2,1418
306,467,0,1418
402,365,1,1418
345,651,2,1418
359,464,0,1449
448,360,1,1449
411,643,2,1449
395,453,0,1480
494,343,1,1480
450,628,2,1480
433,434,0,1512
529,325,1,1512
495,605,2,1512
487,402,0,1543
575,297,1,1543
533,581,2,1543
514,384,0,1574
605,277,1,1574
563,562,2,1574
549,358,0,1605
641,253,1,1605
591,542,2,1605
559,352,0,1637
658,243,1,1637
599,535,2,1637
595,325,0,1637
694,224,1,1637
624,516,2,1637
631,302,0,1668
739,206,1,1668
647,498,2,1668
683,273,0,1699
794,191,1,1699
674,476,2,1699
729,254,0,1730
849,188,1,1730
691,461,2,1730
776,244,0,1762
901,196,1,1762
708,447,2,1762
832,245,0,1793
958,220,1,1793
725,435,2,1793
850,248,0,1793
977,231,1,1793
731,431,2,1793
896,263,0,1824
1032,277,1,1824
749,426,2,1824
942,292,0,1855
1070,327,1,1855
766,425,2,1855
970,324,0,1887
1095,387,1,1887
774,425,2,1887
975,334,0,1904
1097,405,1,1904
775,425,2,1904
979,343,0,1920
1097,414,1,1920
775,424,2,1920
981,352,0,1921
1095,423,1,1921
776,424,2,1921
982,369,0,1940
1089,443,1,1940
970,398,0,1972
1063,480,1,1972
766,422,2,1972
953,419,0,2003
1028,507,1,2003
751,418,2,2003
911,439,0,2034
969,532,1,2034
692,388,2,2034
861,431,0,2065
917,530,1,2065
643,362,2,2065
805,395,0,2097
861,505,1,2097
598,341,2,2097
786,378,0,2128
842,492,1,2128
-1,-1,2,2128
708,304,0,2128
787,435,1,2128
707,302,0,2159
781,429,1,2159
-1,-1,0,2159
-1,-1,1,2159
