68,185,0,0
69,184,0,62
68,377,1,62
69,377,1,93
327,111,2,93
70,378,1,125
72,378,1,125
185,80,3,125
74,379,1,125
126,87,4,125
76,380,1,125
327,110,2,125
72,184,0,156
82,384,1,156
328,109,2,156
185,79,3,156
127,87,4,156
81,187,0,187
96,390,1,187
333,107,2,187
194,80,3,187
136,89,4,187
95,191,0,218
113,396,1,218
347,107,2,218
208,83,3,218
153,93,4,218
113,194,0,250
130,400,1,250
364,107,2,250
227,86,3,250
172,95,4,250
120,194,0,281
137,401,1,281
371,108,2,281
234,86,3,281
179,95,4,281
143,194,0,281
156,400,1,281
393,110,2,281
257,87,3,281
203,95,4,281
169,189,0,312
178,396,1,312
429,113,2,312
294,84,3,312
240,91,4,312
213,177,0,343
203,388,1,343
473,118,2,343
340,79,3,343
286,83,4,343
279,156,0,376
249,366,1,376
549,125,2,376
416,73,3,376
359,71,4,376
319,142,0,399
276,351,1,399
593,133,2,399
461,69,3,399
402,63,4,399
389,121,0,431
328,321,1,431
676,153,2,431
541,67,3,431
481,54,4,431
502,95,0,462
399,282,1,462
765,186,2,462
658,74,3,462
598,49,4,462
570,86,0,493
455,258,1,493
834,217,2,493
738,89,3,493
690,55,4,493
649,80,0,524
512,233,1,524
897,254,2,524
817,110,3,524
769,66,4,524
728,81,0,556
570,214,1,556
952,295,2,556
889,137,3,556
837,84,4,556
818,92,0,587
645,194,1,587
1007,347,2,587
974,183,3,587
930,117,4,587
876,104,0,618
692,184,1,618
1038,385,2,618
1019,214,3,618
989,145,4,618
921,118,0,649
730,178,1,649
1060,422,2,649
1063,253,3,649
1033,176,4,649
967,139,0,681
766,176,1,681
1072,460,2,681
1094,292,3,681
1067,207,4,681
995,159,0,712
800,178,1,712
1076,487,2,712
1113,329,3,712
1092,239,4,712
1003,167,0,743
807,180,1,743
1077,496,2,743
1117,338,3,743
1102,257,4,743
1023,189,0,743
825,186,1,743
1073,519,2,743
1122,365,3,743
1113,281,4,743
1031,204,0,774
831,188,1,774
1065,534,2,774
1119,385,3,774
1115,301,4,774
1032,214,0,806
832,188,1,806
1046,545,2,806
1109,398,3,806
1111,312,4,806
1027,222,0,837
824,183,1,837
1020,547,2,837
1090,406,3,837
1094,322,4,837
988,225,0,868
774,158,1,868
977,531,2,868
1048,397,3,868
1053,319,4,868
936,202,0,899
718,139,1,899
934,500,2,899
1003,367,3,899
1002,290,4,899
875,169,0,931
652,124,1,931
893,464,2,931
948,326,3,931
945,251,4,931
793,132,0,962
574,113,1,962
843,427,2,962
890,283,3,962
880,209,4,962
714,106,0,993
482,114,1,993
793,396,2,993
826,244,3,993
799,170,4,993
617,89,0,1024
389,130,1,1024
724,364,2,1024
737,209,3,1024
711,142,4,1024
541,87,0,1056
323,152,1,1056
681,351,2,1056
673,193,3,1056
638,126,4,1056
462,90,0,1087
259,182,1,1087
635,337,2,1087
609,179,3,1087
559,115,4,1087
399,98,0,1118
206,219,1,1118
590,322,2,1118
550,171,3,1118
496,109,4,1118
321,116,0,1149
170,256,1,1149
547,304,2,1149
484,160,3,1149
405,106,4,1149
286,127,0,1181
153,277,1,1181
528,295,2,1181
449,156,3,1181
384,107,4,1181
220,155,0,1181
120,326,1,1181
487,280,2,1181
386,154,3,1181
310,119,4,1181
173,188,0,1212
100,375,1,1212
462,276,2,1212
332,163,3,1212
255,141,4,1212
140,223,0,1243
91,416,1,1243
438,274,2,1243
305,174,3,1243
221,164,4,1243
115,269,0,1274
93,461,1,1274
424,274,2,1274
280,190,3,1274
197,189,4,1274
112,277,0,1306
95,471,1,1306
421,274,2,1306
274,196,3,1306
190,198,4,1306
110,306,0,1306
112,507,1,1306
417,274,2,1306
262,213,3,1306
179,224,4,1306
119,334,0,1337
134,534,1,1337
416,275,2,1337
261,228,3,1337
181,246,4,1337
136,353,0,1368
163,559,1,1368
265,239,3,1368
190,260,4,1368
159,366,0,1399
198,579,1,1399
418,275,2,1399
275,248,3,1399
211,270,4,1399
203,370,0,1431
250,591,1,1431
437,275,2,1431
305,255,3,1431
248,269,4,1431
239,363,0,1462
286,589,1,1462
463,273,2,1462
343,248,3,1462
292,255,4,1462
284,346,0,1493
322,578,1,1493
509,266,2,1493
390,234,3,1493
338,237,4,1493
321,329,0,1524
359,562,1,1524
555,258,2,1524
433,220,3,1524
384,218,4,1524
338,320,0,1556
368,558,1,1556
566,257,2,1556
453,213,3,1556
394,213,4,1556
376,300,0,1556
395,544,1,1556
619,252,2,1556
504,198,3,1556
449,192,4,1556
422,277,0,1587
420,525,1,1587
658,250,2,1587
554,186,3,1587
492,176,4,1587
459,257,0,1618
443,505,1,1618
704,254,2,1618
601,178,3,1618
540,162,4,1618
502,237,0,1649
463,486,1,1649
738,263,2,1649
648,175,3,1649
596,151,4,1649
548,221,0,1681
484,460,1,1681
782,281,2,1681
703,179,3,1681
658,147,4,1681
583,210,0,1712
496,441,1,1712
809,298,2,1712
740,187,3,1712
695,151,4,1712
610,203,0,1743
503,420,1,1743
831,315,2,1743
768,197,3,1743
725,155,4,1743
630,195,0,1774
505,394,1,1774
850,334,2,1774
785,203,3,1774
749,159,4,1774
633,193,0,1806
505,387,1,1806
852,337,2,1806
787,204,3,1806
755,160,4,1806
635,191,0,1806
-1,-1,1,1806
-1,-1,2,1806
-1,-1,0,1806
790,205,3,1806
757,161,4,1806
796,209,3,1806
-1,-1,4,1806
796,210,3,1806
-1,-1,3,1837
