203,322,0,1.42837e+009
197,349,0,1.42837e+009
193,381,0,1.42837e+009
189,412,0,1.42837e+009
185,440,0,1.42837e+009
184,467,0,1.42837e+009
182,492,0,1.42837e+009
182,514,0,1.42837e+009
183,536,0,1.42837e+009
185,548,0,1.42837e+009
188,565,0,1.42837e+009
190,573,0,1.42837e+009
193,577,0,1.42837e+009
199,582,0,1.42837e+009
210,582,0,1.42837e+009
229,566,0,1.42837e+009
229,566,0,1.42837e+009
381,215,0,1.42837e+009
382,223,0,1.42837e+009
384,237,0,1.42837e+009
385,255,0,1.42837e+009
385,276,0,1.42837e+009
385,298,0,1.42837e+009
383,323,0,1.42837e+009
382,348,0,1.42837e+009
381,374,0,1.42837e+009
381,401,0,1.42837e+009
381,423,0,1.42837e+009
382,449,0,1.42837e+009
382,464,0,1.42837e+009
383,485,0,1.42837e+009
384,505,0,1.42837e+009
385,516,0,1.42837e+009
385,539,0,1.42837e+009
385,548,0,1.42837e+009
387,568,0,1.42837e+009
387,568,0,1.42837e+009
276,461,0,1.42837e+009
287,464,0,1.42837e+009
301,466,0,1.42837e+009
320,465,0,1.42837e+009
342,463,0,1.42837e+009
361,462,0,1.42837e+009
381,460,0,1.42837e+009
396,458,0,1.42837e+009
410,457,0,1.42837e+009
424,457,0,1.42837e+009
434,458,0,1.42837e+009
434,458,0,1.42837e+009
615,539,0,1.42837e+009
630,534,0,1.42837e+009
641,529,0,1.42837e+009
656,520,0,1.42837e+009
672,508,0,1.42837e+009
687,492,0,1.42837e+009
701,476,0,1.42837e+009
716,454,0,1.42837e+009
726,437,0,1.42837e+009
736,414,0,1.42837e+009
742,396,0,1.42837e+009
746,380,0,1.42837e+009
749,369,0,1.42837e+009
749,361,0,1.42837e+009
749,356,0,1.42837e+009
747,354,0,1.42837e+009
746,353,0,1.42837e+009
742,353,0,1.42837e+009
717,369,0,1.42837e+009
681,401,0,1.42837e+009
670,410,0,1.42837e+009
643,441,0,1.42837e+009
628,474,0,1.42837e+009
617,495,0,1.42837e+009
605,527,0,1.42837e+009
598,549,0,1.42837e+009
594,576,0,1.42837e+009
593,592,0,1.42837e+009
595,608,0,1.42837e+009
598,620,0,1.42837e+009
601,629,0,1.42837e+009
606,636,0,1.42837e+009
611,641,0,1.42837e+009
621,647,0,1.42837e+009
634,653,0,1.42837e+009
647,656,0,1.42837e+009
663,657,0,1.42837e+009
674,657,0,1.42837e+009
688,655,0,1.42837e+009
701,654,0,1.42837e+009
712,650,0,1.42837e+009
725,644,0,1.42837e+009
725,644,0,1.42837e+009
953,128,0,1.42837e+009
954,140,0,1.42837e+009
952,159,0,1.42837e+009
947,184,0,1.42837e+009
941,210,0,1.42837e+009
934,242,0,1.42837e+009
929,271,0,1.42837e+009
923,302,0,1.42837e+009
918,335,0,1.42837e+009
914,368,0,1.42837e+009
908,401,0,1.42837e+009
904,435,0,1.42837e+009
903,467,0,1.42837e+009
901,493,0,1.42837e+009
901,523,0,1.42837e+009
901,545,0,1.42837e+009
903,570,0,1.42837e+009
908,585,0,1.42837e+009
908,585,0,1.42837e+009
1126,100,0,1.42837e+009
1127,107,0,1.42837e+009
1128,138,0,1.42837e+009
1125,166,0,1.42837e+009
1120,204,0,1.42837e+009
1112,245,0,1.42837e+009
1105,285,0,1.42837e+009
1096,327,0,1.42837e+009
1091,369,0,1.42837e+009
1085,410,0,1.42837e+009
1080,451,0,1.42837e+009
1079,491,0,1.42837e+009
1079,527,0,1.42837e+009
1083,568,0,1.42837e+009
1090,605,0,1.42837e+009
1090,605,0,1.42837e+009
1195,565,0,1.42837e+009
1192,574,0,1.42837e+009
1191,580,0,1.42837e+009
1190,588,0,1.42837e+009
1191,595,0,1.42837e+009
1194,601,0,1.42837e+009
1198,605,0,1.42837e+009
1210,613,0,1.42837e+009
1224,619,0,1.42837e+009
1242,621,0,1.42837e+009
1258,620,0,1.42837e+009
1278,617,0,1.42837e+009
1297,612,0,1.42837e+009
1314,607,0,1.42837e+009
1332,599,0,1.42837e+009
1355,585,0,1.42837e+009
1371,573,0,1.42837e+009
1387,558,0,1.42837e+009
1399,542,0,1.42837e+009
1409,526,0,1.42837e+009
1416,515,0,1.42837e+009
1420,497,0,1.42837e+009
1421,485,0,1.42837e+009
1420,472,0,1.42837e+009
1417,463,0,1.42837e+009
1410,455,0,1.42837e+009
1400,448,0,1.42837e+009
1388,441,0,1.42837e+009
1374,437,0,1.42837e+009
1354,434,0,1.42837e+009
1337,435,0,1.42837e+009
1321,438,0,1.42837e+009
1308,442,0,1.42837e+009
1297,449,0,1.42837e+009
1288,455,0,1.42837e+009
1282,462,0,1.42837e+009
1274,472,0,1.42837e+009
1269,485,0,1.42837e+009
1265,498,0,1.42837e+009
1265,513,0,1.42837e+009
1265,527,0,1.42837e+009
1267,543,0,1.42837e+009
1268,575,0,1.42837e+009
1266,600,0,1.42837e+009
1266,600,0,1.42837e+009
